cpu_load,ram_usage,cpu_temp,disk_speed,disk_fill,network_bandwidth,process_count,service_state,state
41.72,41.57,43.17,424.67,6.4,8989.29,187.0,Все работают,Хорошее
97.24,20.5,89.05,78.03,98.24,2852.61,151.0,Некоторые остановлены,Критическое с риском отказа
19.74,41.32,29.05,71.38,67.13,8677.9,52.0,Все работают,Хорошее
93.35,97.56,55.82,297.48,99.24,2996.19,603.0,Все работают,Критическое с риском отказа
27.7,5.37,35.63,770.51,23.99,7253.06,78.0,Все работают,Оптимальное
56.1,2.08,23.77,297.41,50.75,8721.67,52.0,Все работают,Хорошее
25.87,38.04,31.33,468.88,57.37,6095.43,68.0,Все работают,Оптимальное
43.91,51.25,51.8,260.06,0.9,8404.56,195.0,Все работают,Хорошее
59.77,51.54,42.89,65.29,80.45,8735.66,34.0,Все работают,Хорошее
58.33,9.9,75.31,445.85,91.74,1326.59,188.0,Все работают,Критическое
19.09,48.07,40.97,831.08,4.89,8654.52,121.0,Все работают,Хорошее
5.46,22.68,25.57,824.44,68.81,5014.7,40.0,Все работают,Оптимальное
0.89,19.41,21.83,169.09,75.63,8473.23,143.0,Все работают,Хорошее
49.95,99.88,75.08,0.26,66.57,3615.34,838.0,Критический сервис остановлен,Критическое с риском отказа
26.2,9.34,42.18,473.68,51.4,4857.39,46.0,Все работают,Оптимальное
28.65,9.73,23.16,934.68,53.64,5327.46,98.0,Все работают,Оптимальное
19.32,26.16,26.71,160.67,51.84,5956.94,46.0,Все работают,Оптимальное
31.86,39.19,69.94,178.06,22.11,8499.83,176.0,Все работают,Хорошее
69.27,76.84,90.78,348.18,84.72,8827.88,36.0,Все работают,Критическое
89.73,78.44,99.76,52.15,88.67,778.56,190.0,Все работают,Критическое
38.73,8.73,93.38,747.88,93.82,7603.19,107.0,Все работают,Критическое
29.41,97.97,56.13,444.91,93.49,8777.73,823.0,Критический сервис остановлен,Критическое с риском отказа
14.68,0.92,40.81,433.24,40.0,507.99,32.0,Все работают,Оптимальное
5.42,0.21,23.69,680.43,59.6,7839.43,99.0,Все работают,Оптимальное
9.02,73.5,110.45,37.52,2.57,6848.68,2.0,Все работают,Критическое с риском отказа
7.82,18.24,48.21,144.91,50.01,6572.54,85.0,Все работают,Оптимальное
3.74,98.42,106.59,916.51,96.3,78.91,6.0,Все работают,Критическое с риском отказа
15.87,24.3,29.54,397.56,33.38,75.98,48.0,Все работают,Оптимальное
21.2,39.45,28.27,360.77,28.46,6761.96,60.0,Все работают,Оптимальное
54.25,68.86,61.99,92.79,49.99,8994.22,51.0,Все работают,Хорошее
12.68,14.93,30.14,346.86,18.53,1739.71,89.0,Все работают,Оптимальное
40.62,35.61,30.64,532.68,28.75,8155.63,160.0,Все работают,Хорошее
46.09,69.68,53.5,60.78,13.27,8133.68,104.0,Все работают,Хорошее
72.63,96.62,102.63,196.03,94.98,5426.48,719.0,Все работают,Критическое с риском отказа
52.83,29.17,28.43,994.72,79.99,8473.89,54.0,Все работают,Хорошее
29.71,0.71,45.93,562.97,23.53,4078.91,68.0,Все работают,Оптимальное
39.6,1.64,26.36,77.25,12.94,8363.58,112.0,Все работают,Хорошее
19.51,3.49,38.89,619.64,49.33,599.04,90.0,Все работают,Оптимальное
26.75,17.94,22.03,561.86,41.94,363.56,80.0,Все работают,Оптимальное
18.22,0.14,46.37,359.14,49.58,1791.44,67.0,Все работают,Оптимальное
56.2,39.58,110.69,662.07,86.08,9722.08,666.0,Все работают,Критическое с риском отказа
65.3,28.9,98.64,44.8,95.62,2150.35,279.0,Все работают,Критическое
57.07,7.26,25.67,69.43,11.4,5498.93,235.0,Все работают,Критическое
51.73,24.13,50.52,201.6,9.98,7660.94,40.0,Все работают,Хорошее
9.95,2.24,20.64,581.07,9.93,1813.4,75.0,Все работают,Оптимальное
5.09,4.07,22.29,411.65,42.32,4243.85,84.0,Все работают,Оптимальное
38.13,67.99,45.85,374.64,76.7,8113.16,118.0,Все работают,Хорошее
93.19,97.41,102.76,62.56,99.06,668.94,1.0,Все работают,Критическое с риском отказа
16.75,2.38,45.46,503.56,14.75,5975.96,78.0,Все работают,Оптимальное
25.12,40.91,51.97,603.65,81.48,8748.11,152.0,Все работают,Хорошее
63.34,24.17,20.33,66.62,80.64,8271.83,46.0,Некоторые остановлены,Критическое
41.77,19.1,54.12,55.84,5.45,8239.53,38.0,Все работают,Хорошее
19.15,10.77,89.09,51.44,97.27,6013.44,140.0,Все работают,Критическое
12.22,0.95,111.73,228.33,99.77,7075.22,2.0,Некоторые остановлены,Критическое с риском отказа
48.7,66.72,80.98,48.32,86.27,9142.62,163.0,Все работают,Критическое
8.4,3.57,27.74,782.09,45.52,7773.45,76.0,Все работают,Оптимальное
45.37,42.5,62.65,68.62,48.98,6824.48,120.0,Все работают,Хорошее
13.98,3.43,43.05,382.42,69.75,5618.33,65.0,Все работают,Оптимальное
19.21,39.51,21.87,980.28,14.8,2158.78,48.0,Все работают,Оптимальное
45.74,64.92,30.26,55.96,77.22,2837.54,171.0,Все работают,Хорошее
30.43,54.98,77.84,20.51,97.85,5111.33,218.0,Все работают,Критическое
40.44,14.81,50.4,70.98,76.16,8523.17,122.0,Все работают,Хорошее
38.55,61.06,74.88,677.65,77.45,4026.89,83.0,Все работают,Хорошее
25.69,38.7,72.7,10.3,77.61,8307.4,323.0,Все работают,Критическое
23.72,6.82,36.67,646.97,56.09,7515.13,81.0,Все работают,Оптимальное
18.94,65.29,73.72,165.8,79.43,4944.8,33.0,Все работают,Хорошее
19.58,7.75,43.11,156.33,44.69,8110.93,48.0,Все работают,Хорошее
94.94,79.77,108.27,2.1,99.78,9808.55,101.0,Все работают,Критическое с риском отказа
29.85,20.87,25.79,556.56,60.68,7188.58,47.0,Все работают,Оптимальное
44.45,28.32,86.68,65.38,73.75,7694.97,51.0,Все работают,Критическое
54.48,17.17,72.45,233.87,41.08,8398.31,71.0,Все работают,Хорошее
6.46,44.35,50.24,38.67,39.72,9898.74,397.0,Все работают,Критическое
47.22,60.46,70.33,125.69,70.7,8119.26,176.0,Все работают,Хорошее
0.54,11.37,46.87,673.19,6.66,2197.39,40.0,Все работают,Оптимальное
44.8,37.51,26.72,176.72,73.4,5792.86,168.0,Все работают,Хорошее
1.44,10.55,40.96,190.31,52.71,5345.88,92.0,Все работают,Оптимальное
7.91,50.59,40.85,135.45,32.77,8487.65,175.0,Некоторые остановлены,Критическое
79.66,92.85,31.57,73.4,85.89,8686.27,275.0,Все работают,Критическое
5.61,26.48,56.64,24.18,27.78,8053.16,112.0,Все работают,Критическое
5.68,21.18,52.73,962.25,3.72,1910.14,341.0,Все работают,Критическое
14.86,63.57,67.65,52.83,82.79,2520.9,53.0,Все работают,Хорошее
12.84,38.97,40.38,971.98,61.13,361.41,59.0,Все работают,Оптимальное
43.58,94.74,56.34,74.83,83.37,9112.76,275.0,Все работают,Критическое
30.93,78.99,79.85,78.96,97.84,9265.31,369.0,Все работают,Критическое
61.23,80.84,111.33,14.41,64.91,5447.38,355.0,Критический сервис остановлен,Критическое с риском отказа
1.23,2.13,32.91,311.32,61.51,5705.58,85.0,Все работают,Оптимальное
24.35,15.96,47.61,598.8,47.83,1085.53,69.0,Все работают,Оптимальное
23.47,5.54,35.11,405.86,67.3,7300.47,41.0,Все работают,Оптимальное
3.82,62.66,60.07,822.88,82.59,2161.4,42.0,Все работают,Хорошее
82.21,87.54,89.05,56.71,88.91,8805.62,258.0,Все работают,Критическое
6.13,0.99,21.67,452.19,58.92,6874.51,48.0,Все работают,Оптимальное
14.28,26.7,40.03,434.96,29.18,223.77,79.0,Все работают,Оптимальное
28.88,11.08,35.02,910.35,12.21,5247.47,47.0,Все работают,Оптимальное
57.48,79.41,64.4,15.18,92.66,9584.49,105.0,Все работают,Критическое
9.71,39.25,46.99,775.35,4.33,299.35,77.0,Все работают,Оптимальное
29.67,10.1,26.76,828.73,40.75,265.91,76.0,Все работают,Оптимальное
50.47,45.7,35.03,74.05,79.38,1017.54,115.0,Все работают,Хорошее
24.64,15.62,46.17,148.79,27.95,4367.53,63.0,Все работают,Оптимальное
26.64,8.17,27.07,398.18,66.49,7572.81,43.0,Все работают,Оптимальное
39.1,37.25,36.03,66.57,53.6,8429.72,114.0,Все работают,Хорошее
70.29,9.28,104.54,883.4,71.15,1444.75,74.0,Все работают,Критическое с риском отказа
19.7,37.53,41.16,488.06,54.61,4214.75,70.0,Все работают,Оптимальное
32.35,12.2,31.17,979.68,84.3,6690.6,135.0,Все работают,Хорошее
25.64,82.38,61.1,428.98,91.92,9031.31,177.0,Все работают,Критическое
21.77,91.64,95.18,48.1,96.16,9423.84,283.0,Все работают,Критическое
8.42,72.14,30.13,11.54,74.03,8124.31,335.0,Все работают,Критическое
1.11,59.13,21.76,905.28,76.61,8259.54,129.0,Все работают,Хорошее
3.43,27.38,21.26,955.57,1.13,4804.63,39.0,Все работают,Оптимальное
17.11,59.26,50.62,60.05,77.06,8160.31,49.0,Все работают,Хорошее
41.37,15.24,48.76,575.85,42.5,8316.94,61.0,Все работают,Хорошее
9.44,17.8,51.99,46.59,92.87,9786.3,98.0,Все работают,Критическое
83.88,43.54,85.53,662.02,61.35,966.31,195.0,Все работают,Критическое
96.9,20.6,107.09,7.12,62.82,8994.13,75.0,Критический сервис остановлен,Критическое с риском отказа
92.89,98.67,46.87,25.17,99.02,9944.77,3.0,Некоторые остановлены,Критическое с риском отказа
41.52,1.68,35.57,60.42,20.15,8223.63,136.0,Все работают,Хорошее
62.88,57.95,20.2,266.89,99.04,8918.0,7.0,Критический сервис остановлен,Критическое с риском отказа
29.05,29.09,24.7,497.19,62.46,803.51,34.0,Все работают,Оптимальное
7.96,32.55,23.95,82.94,39.04,310.5,78.0,Все работают,Оптимальное
56.25,63.9,64.95,52.9,29.37,8247.4,122.0,Все работают,Хорошее
81.14,58.03,75.72,76.69,78.43,9261.61,150.0,Все работают,Критическое
44.57,25.45,33.43,573.13,9.05,6419.3,75.0,Все работают,Хорошее
25.14,48.71,29.95,944.81,52.86,8501.5,120.0,Все работают,Хорошее
22.5,5.25,22.3,98.54,51.51,6651.77,84.0,Все работают,Оптимальное
29.08,11.65,49.01,524.68,1.2,7611.66,58.0,Все работают,Оптимальное
46.89,78.31,77.38,875.64,71.26,8523.41,230.0,Некоторые остановлены,Критическое
1.1,10.73,36.37,376.09,36.01,3405.62,46.0,Все работают,Оптимальное
13.13,41.17,54.27,72.47,70.14,7965.95,178.0,Все работают,Хорошее
14.16,37.08,35.73,89.04,10.52,2494.72,42.0,Все работают,Оптимальное
10.51,25.15,28.53,417.89,39.28,4741.11,65.0,Все работают,Оптимальное
9.9,38.67,25.04,164.03,11.54,622.3,95.0,Все работают,Оптимальное
37.22,63.22,83.87,31.23,97.42,9711.35,162.0,Некоторые остановлены,Критическое
65.34,63.12,55.34,25.3,13.71,8005.61,368.0,Все работают,Критическое
1.01,79.96,90.63,997.45,98.98,8038.19,52.0,Все работают,Критическое с риском отказа
19.12,49.43,66.38,850.29,83.59,8940.55,185.0,Все работают,Хорошее
5.18,24.34,25.19,331.86,23.9,705.3,41.0,Все работают,Оптимальное
53.66,18.41,45.12,365.65,72.67,3311.86,55.0,Все работают,Хорошее
14.7,30.89,21.1,574.91,24.28,2737.45,95.0,Все работают,Оптимальное
27.66,5.59,36.91,725.19,11.11,2693.37,75.0,Все работают,Оптимальное
24.28,29.24,45.02,632.87,21.01,3367.89,33.0,Все работают,Оптимальное
33.9,94.26,95.04,1.65,99.32,2410.26,60.0,Все работают,Критическое с риском отказа
0.15,4.0,47.38,844.84,27.13,3199.07,84.0,Все работают,Оптимальное
56.57,14.77,65.26,69.37,13.16,3483.21,183.0,Все работают,Хорошее
1.04,6.54,44.19,683.4,56.25,2552.21,31.0,Все работают,Оптимальное
